title;year;rating;studio;duration;must_see;metascore;user_score;number_critics;number_users;genre;director;writer;summary
The Three Musketeers - Part I: D'Artagnan;2023;;Samuel Goldwyn Films;2 h 1 m;False;79;7.0;11;20.0;Action, Adventure, History;Martin Bourboulon;Matthieu Delaporte, Alexandre de La Patellière, Alexandre Dumas;D'Artagnan arrives in Paris trying to find his attackers after being left for dead, which leads him to a real war where the future of France is at stake. He aligns himself with Athos, Porthos and Aramis, three musketeers of the King.
In a World...;2013;R;Roadside Attractions;1 h 33 m;False;79;6.6;30;88.0;Comedy;Lake Bell;Lake Bell;An underachieving vocal coach is motivated by her father, the king of movie-trailer voice-overs, to pursue her aspirations of becoming a voice-over star. Amidst pride, sexism and family dysfunction, she sets out to change the voice of a generation.
Terms of Endearment;1983;PG;Paramount Pictures;2 h 12 m;False;79;7.3;10;62.0;Comedy, Drama;James L. Brooks;Larry McMurtry, James L. Brooks;"Following the mother-daughter relationship of Aurora Greenway (MacLaine) who doesn't like it when her daughter Emma (Winger) marries Flap (Daniels).
"
Celebration;2019;;Kimstim Films;1 h 14 m;False;79;tbd;10;;Documentary;Olivier Meyrou;Olivier Meyrou;Filmed over the course of three years, this portrait of fashion colossus Yves Saint Laurent’s final show was suppressed right after its first and only public screening at the 2007 Berlin Film Festival. The film was blocked by YSL’s business (and on-and-off romantic) partner Pierre Berge, who objected to the couturier’s portrayal as frail and not quite all there, and to his own depiction of being the behind the scenes mastermind. (The dynamic between the two is said to have inspired Paul Thomas Anderson’s depiction of Daniel Day-Lewis and Lesley Manville’s characters in Phantom Thread.) Fortunately, Berge relented in 2015 (he died in 2017), and thus Celebration is finally available. Director Olivier Meyrou’s Celebration presents an opulent and immersive behind-the-scenes look at haute couture designer Yves Saint Laurent’s final show and is a priceless addition to our understanding of the man, the myth, la marque, that is Yves Saint Laurent. [Kimstim].
Selma;2014;PG-13;Paramount Pictures;2 h 8 m;False;79;7.2;52;447.0;Biography, Drama, History;Ava DuVernay;Paul Webb;In 1965, Dr. Martin Luther King, Jr. (David Oyelowo) leads a dangerous campaign to secure equal voting rights in the face of violent opposition. The march from Selma to Montgomery culminates in President Johnson (Tom Wilkinson) signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement.
Pat and Mike;1952;Not Rated;Metro-Goldwyn-Mayer (MGM);1 h 35 m;False;79;tbd;9;;Comedy, Romance, Sport;George Cukor;Ruth Gordon, Garson Kanin;Pat is a women's sports sensation unless her fiancé is around. Her new shady manager Mike keeps them apart and develops feelings for her.
Poltergeist;1982;PG;MGM/UA Entertainment Company;1 h 54 m;False;79;8.2;16;207.0;Horror, Thriller;Tobe Hooper;Steven Spielberg, Michael Grais, Mark Victor;Steven and Diane Freeling's (Craig T. Nelson and JoBeth Williams) quiet suburban life is disturbed when  ghosts kidnap their youngest daughter, Carol Anne (Heather O'Rourke).
Thunder Road;2018;;Vanishing Angle;1 h 32 m;False;79;7.1;17;45.0;Comedy, Drama;Jim Cummings;Jim Cummings;Thunder Road follows a Texan police officer who loses his mother, custody of his daughter, and eventually his job. Inspired by one of the greatest songs ever written, we see officer Jim Arnaud apply this lullaby of his mother's to his life during his ongoing and often hilarious nervous breakdown.
Tabu;2012;Not Rated;Adopt Films;1 h 58 m;False;79;6.4;17;16.0;Drama, Romance;Miguel Gomes;Mariana Ricardo, Miguel Gomes;A restless retired woman teams up with her deceased neighbor's maid to find a man who has a secret connection to her past life as a farm owner at the foothill of Mount Tabu in Africa.
Walking Out;2017;PG-13;IFC Films;1 h 35 m;False;79;5.7;13;24.0;Adventure, Drama, Mystery, Thriller;Alex Smith, Andrew J. Smith;David Quammen, Andrew J. Smith, Alex Smith;Once a year, fourteen-year-old David (Josh Wiggins) travels from his mother’s home in Texas to visit his loner father, Cal (Matt Bomer), in the remote mountains of Montana. There, the two embark on their annual hunting excursion, during which the taciturn Cal attempts to connect with his smartphone-addicted son. But when a terrifying turn of events leaves Cal critically wounded, it’s up to the teenage David to summon enough strength for both of them. [IFC Films].
For All Mankind;1989;Not Rated;Columbia TriStar Home Video;1 h 20 m;False;79;tbd;11;;Documentary, History;Al Reinert;;An in-depth look at various NASA moon landing missions, starting with Apollo 8.
Thieves;1996;R;Sony Pictures Classics;1 h 57 m;False;79;tbd;17;;Crime, Drama, Romance;André Téchiné;Gilles Taurand, Michel Alexandre, Pascal Bonitzer, André Téchiné;The fates of four different people - a thief, a cop, a female professor of philosophy, a suicidal girl - unexpectedly collide.
The Assistant;2020;R;Bleecker Street Media;1 h 27 m;False;79;5.3;43;97.0;Drama;Kitty Green;Kitty Green;The Assistant follows one day in the life of Jane (Julia Garner), a recent college graduate and aspiring film producer, who has recently landed her dream job as a junior assistant to a powerful entertainment mogul. Her day is much like any other assistant’s – making coffee, changing the paper in the copy machine, ordering lunch, arranging travel, taking phone messages, onboarding a new hire. But as Jane follows her daily routine, she, and we, grow increasingly aware of the abuse that insidiously colors every aspect of her work day, an accumulation of degradations against which Jane decides to take a stand, only to discover the true depth of the system into which she has entered.
A Shaun the Sheep Movie: Farmageddon;2020;G;Lionsgate Productions;1 h 26 m;False;79;7.2;18;47.0;Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi;Will Becher, Richard Phelan;Mark Burton, Jon Brown, Richard Starzak, Nick Park;When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.
Underground;1997;Not Rated;New Yorker Films;2 h 50 m;False;79;8.2;17;13.0;Comedy, Drama, Fantasy, War;Emir Kusturica;Dusan Kovacevic, Emir Kusturica;A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.
Dawn of the Planet of the Apes;2014;PG-13;Twentieth Century Fox;2 h 10 m;False;79;8.1;48;1.0;Action, Adventure, Drama, Sci-Fi, Thriller;Matt Reeves;Mark Bomback, Rick Jaffa, Amanda Silver, Pierre Boulle;A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier. They reach a fragile peace, but it proves short-lived, as both sides are brought to the brink of a war that will determine who will emerge as Earth's dominant species.
The Untouchables;1987;R;Paramount Pictures;1 h 59 m;False;79;8.5;16;240.0;Crime, Drama, Thriller;Brian De Palma;David Mamet, Oscar Fraley, Eliot Ness, Chip Miller;Federal Agent Eliot Ness sets out to stop Al Capone with a small, hand-picked team.
IMAX: Hubble 3D;2010;G;Warner Bros.;45 m;False;79;7.6;13;14.0;Documentary;Toni Myers;Frank Summers, Graeme Ferguson, Toni Myers;"Through the power of IMAX® 3D, Hubble 3D will enable moviegoers to journey through distant galaxies to explore the grandeur and mysteries of our celestial surroundings, and accompany space-walking astronauts as they attempt the most difficult and important tasks in NASA's history. The seventh film from the award-winning IMAX® Space Team, ""Hubble 3D"" will offer an inspiring and unique look into the Hubble Space Telescope's legacy and highlight its profound impact on the way we view the universe and ourselves. (Warner Bros. Pictures)."
Kokomo City;2023;R;Magnolia Pictures;1 h 13 m;False;79;7.4;20;5.0;Documentary;D. Smith;;Four Black transgender sex workers explore the dichotomy between the Black community and themselves while confronting issues long avoided. 
Blind Spot. Hitler's Secretary;2003;PG;Menemsha Entertainment;1 h 30 m;False;79;tbd;30;;Documentary, Biography, War;André Heller, Othmar Schmiderer;André Heller, Othmar Schmiderer;In this documentary, Traudl Junge describes on camera for the first time her experience working as one of Adolf Hilter's private secretaries form 1942 until his suicide in 1945. (Sony Pictures Classics)
Praise;2000;;Strand Releasing;1 h 38 m;False;79;tbd;12;;Drama;John Curran;Andrew McGahan;A sex-charged relationship between an unfocused, chain-smoking asthmatic and a nymphomaniac with eczema.
Trolösa;2001;R;Fireworks Pictures;2 h 34 m;False;79;tbd;26;;Drama, Romance;Liv Ullmann;Ingmar Bergman;A deeply melancholy film about the hopelessness of modern relationships.
Affliction;1998;R;Lionsgate Films;1 h 54 m;False;79;7.8;35;26.0;Drama, Mystery, Thriller;Paul Schrader;Russell Banks, Paul Schrader;An emotionally shattering drama about a man (Nolte) who has taken several wrong turns in his life and who now finds himself on a collision course with his own destiny.  (Lions Gate Films)
The Piano Teacher;2002;R;Kino International;2 h 11 m;False;79;8.3;26;83.0;Drama, Music;Michael Haneke;Elfriede Jelinek, Michael Haneke;Erika is a piano teacher at a prestigious music school in Vienna. In her early forties and single, she lives with her overprotective and controlling mother. Lonely and alienated, Erika finds solace by visiting sex shops and experimenting with masochism.  [Kino International]
Into the Arms of Strangers: Stories of the Kindertransport;2000;PG;Warner Bros.;2 h 2 m;False;79;7.2;25;5.0;Documentary, History, War;Mark Jonathan Harris;Mark Jonathan Harris;"In an effort to remove Jewish children from Nazi territory in pre-World War II Europe, the ""Kindertransport"" sent children far away from their families to live with stangers, often never to see their parents again.  In this documentary, the aging survivors and their rescuers tell their moving stories."
Dead Poets Society;1989;PG;Buena Vista Pictures Distribution;2 h 8 m;False;79;8.3;14;281.0;Comedy, Drama;Peter Weir;Tom Schulman;"Robin Williams stars as John Keating, an unconventional teacher at a conservative New England prep school who inspires his students and encourages them with the rallying call ""carpe diem"" (seize the day)."
Hold Back the Dawn;1941;Approved;Paramount Pictures;1 h 56 m;False;79;tbd;7;;Drama, Romance;Mitchell Leisen;Charles Brackett, Billy Wilder, Ketti Frings, Richard Maibaum, Manuel Reachi;Stopped in Mexico by U.S. Immigration, Georges Iscovescu hopes to get into the country by marrying a citizen.
Hustlers;2019;R;STX Entertainment;1 h 50 m;False;79;7.5;44;445.0;Comedy, Crime, Drama;Lorene Scafaria;Jessica Pressler, Lorene Scafaria;Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.
Let the Sunshine In;2018;Not Rated;Sundance Selects;1 h 34 m;False;79;6.0;33;33.0;Comedy, Drama, Romance;Claire Denis;Christine Angot, Roland Barthes, Claire Denis;Isabelle, Parisian artist, divorced mother, is looking for love, true love at last.
Life of Pi;2012;PG;Twentieth Century Fox;2 h 7 m;False;79;7.9;44;935.0;Adventure, Drama, Fantasy;Ang Lee;Yann Martel, David Magee;Based on the best-selling novel by Yann Martel, is a magical adventure story centering on Pi Patel, the precocious son of a zookeeper. Dwellers in Pondicherry, India, the family decides to move to Canada, hitching a ride on a huge freighter. After a shipwreck, Pi is found adrift in the Pacific Ocean on a 26-foot lifeboat with a zebra, a hyena, an orangutan and a 450-pound Bengal tiger named Richard Parker, all fighting for survival..
Let Me In;2010;R;Overture Films;1 h 56 m;False;79;8.4;35;503.0;Drama, Fantasy, Horror, Mystery, Thriller;Matt Reeves;John Ajvide Lindqvist, Matt Reeves;An alienated 12-year-old boy befriends a mysterious young newcomer to his small New Mexico town, and discovers an unconventional path to adulthood. (Overture Films)
For Those in Peril;2014;Not Rated;Random Media;1 h 32 m;False;79;6.5;9;;Drama;Paul Wright;Paul Wright;Aaron (George MacKay), a young misfit in a remote Scottish community, is the lone survivor of a strange fishing accident that claimed the lives of five men including his older brother. Spurred on by sea-going folklore and local superstition, the village blames him for this tragedy, making him an outcast amongst his own people. Steadfastly refusing to believe that his brother is dead, and possessed by grief, madness and magic, Aaron sets out to recover him..
Fences;2016;PG-13;Paramount Pictures;2 h 19 m;False;79;7.3;48;272.0;Drama;Denzel Washington;August Wilson;In this adaptation of August Wilson's Pulitzer Prize and Tony Award-winning play, an African American father struggles with race relations in the United States while trying to raise his family in the 1950s and coming to terms with the events of his life.
Chats perchés;2006;Not Rated;First Run/Icarus Films;59 m;False;79;tbd;8;;Documentary;Chris Marker;Chris Marker;In his newest film, French documentarian and cinema-essayist Chris Marker reflects on French and international politics, art and culture at the start of the new millennium. In November 2001, the filmmaker became intrigued, as did many other Parisians, by the sudden appearance of alluring portraits of grinning yellow cats on buildings, Metro walls and other public surfaces. Marker's cinematic efforts to document the mysterious materializations of this charming feline throughout Paris are a recurring theme of The Case of the Grinning Cat.  (First Run/Icarus Films).
Kimi;2022;R;HBO Max;1 h 29 m;False;79;6.1;27;118.0;Crime, Drama, Mystery, Thriller;Steven Soderbergh;David Koepp;An agoraphobic Seattle tech worker (Zoë Kravitz) uncovers evidence of a crime.
The Witness;2016;;Topic;1 h 29 m;False;79;6.1;18;10.0;Documentary, Biography, Crime, Mystery;James D. Solomon, Jessica Robinson;William Genovese, Russell Greene, Gabriel Rhodes, James D. Solomon;Kitty Genovese became synonymous with apathy after news that she was stabbed to death on a New York City street while 38 witnesses did nothing. Forty years later, her brother decides to find the truth. He uncovers a lie that transformed his life, condemned a city and defined an era.
Miss Bala;2011;R;Twentieth Century Fox;1 h 53 m;False;79;6.9;24;26.0;Action, Crime, Drama, Thriller;Gerardo Naranjo;Mauricio Katz, Gerardo Naranjo;A young woman working the beauty pageant circuit in Mexico gets more than she bargained for when a crime boss sees her as the perfect drug mule. 
Birders: The Central Park Effect;2013;Unrated;Music Box Films;1 h 1 m;False;79;tbd;10;;Documentary;Jeffrey Kimball;Jeffrey Kimball;A varied group of New Yorkers with attitude reveals how a hidden world of beautiful wild birds in the middle of Manhattan has upended and magically transformed their lives.
Grand Theft Hamlet;;;;1 h 29 m;False;79;tbd;8;;Documentary;Sam Crane, Pinny Grylls;Sam Crane, Pinny Grylls;Struggling actors Sam and Mark find solace from lockdown isolation by staging Hamlet in Grand Theft Auto, battling griefers as they connect through Shakespeare.
Fill the Void;2013;PG;Sony Pictures Classics;1 h 30 m;False;79;6.4;23;16.0;Drama, Romance;Rama Burshtein;Rama Burshtein;"A devout 18-year-old Israeli is pressured to marry the husband of her late sister. Declaring her independence is not an option in Tel Aviv's ultra-Orthodox Hasidic community where religious law and the rabbi's word are absolute.

"
Hermia & Helena;2017;Not Rated;Kino Lorber;1 h 27 m;False;79;tbd;12;;Comedy, Drama;Matías Piñeiro;Matías Piñeiro;Camila (Agustina Muñoz), a young Argentine theater director, travels from Buenos Aires to New York for an artist residency to work on a new Spanish translation of Shakespeare’s A Midsummer Night’s Dream. Upon her arrival, she quickly realizes that her work isn't compensating for the loss of her friends and the lover she left behind. When she begins to receive a series of mysterious postcards from Danièle (Mati Diop), a former participant in the same residency, Camila second-guesses her artistic endeavors and begins to seek answers about her past. [Kino Lorber].
Keep the Lights On;2012;Not Rated;Music Box Films;1 h 41 m;False;79;7.8;26;23.0;Drama, Romance;Ira Sachs;Mauricio Zacharias, Ira Sachs;Keep the Lights On chronicles an emotionally and sexually charged journey of two men in New York City through love, friendship, and addiction. Documentary filmmaker Erik and closeted lawyer Paul meet through a casual encounter, but soon find a deeper connection and become a couple. Individually and together, they are risk takers—compulsive, and fueled by drugs and sex. In an almost decade-long relationship defined by highs, lows, and dysfunctional patterns, Erik struggles to negotiate his own boundaries and dignity while being true to himself. Director Ira Sachs’s fearlessly personal screenplay is anchored by Lindhardt, who embodies Erik’s isolation and vulnerability with a gentle presence. Harrowing and romantic, visceral and layered, Keep the Lights On is a film that looks at love and all of its manifestations, taking it to dark depths and bringing it back to a place of grace. (Music Box Films).
Free Willy;1993;PG;Warner Bros.;1 h 52 m;False;79;7.2;14;73.0;Adventure, Drama, Family;Simon Wincer;Keith Walker, Corey Blechman;Captured at sea and confined in a small tank at an aquatic park, Willy (Keiko the Orca whale) is an unhappy and unpredictable attraction. No one understands Willy - except a scruffy street kid named Jesse who knows what it's like to be without a family. Together these two form a special bond -- one so strong that they're willing to risk it all to find a way home.  (Warner Bros.).
Suspiria;1977;R;International Classics;1 h 39 m;False;79;7.7;11;107.0;Horror;Dario Argento;Daria Nicolodi, Thomas De Quincey, Dario Argento;A newcomer to a fancy ballet academy gradually comes to realize that the school is a front for something far more sinister and supernatural amidst a series of grisly murders.
Mother;2010;R;Magnolia Pictures;2 h 9 m;False;79;8.0;31;109.0;Crime, Drama, Mystery, Thriller;Bong Joon Ho;Eun-kyo Park, Bong Joon Ho;The latest film from award-winning Korean director Bong Joon-ho (The Host) is a unique murder mystery about a mother's primal love for her son. Mother is a devoted single parent to her simple-minded twenty-seven-year-old son, Do-joon. Often a source of anxiety to his mother, Do-joon behaves in foolish or simply dangerous ways. One night, while walking home drunk, he encounters a school girl who he follows for a while before she disappears into a dark alley. The next morning, she is found dead in an abandoned building and Do-joon is accused of her murder. An inefficient lawyer and an apathetic police force result in a speedy conviction. His mother refuses to believe her beloved son is guilty and immediately undertakes her own investigation to find the girl’s killer. In her obsessive quest to clear her son’s name, Mother steps into a world of unimaginable chaos and shocking revelations. (Magnolia Pictures).
Another Round;2020;TV-MA;Samuel Goldwyn Films;1 h 57 m;False;79;8.1;34;233.0;Drama;Thomas Vinterberg;Tobias Lindholm, Thomas Vinterberg;There's a theory that we should be born with a small amount of alcohol in our blood, and that modest inebriation opens our minds to the world around us, diminishing our problems and increasing our creativity. Heartened by that theory, Martin and three of his friends, all weary high school teachers, embark on an experiment to maintain a constant level of intoxication throughout the workday. If Churchill won WW2 in a heavy daze of alcohol, who knows what a few drops might do for them and their students? Initial results are positive, and the teachers' little project turns into a genuine academic study. Both their classes and their results continue to improve, and the group feels alive again! As the units are knocked back, some of the participants see further improvement and others go off the rails. It becomes increasingly clear that while alcohol may have fueled great results in world history, some bold acts carry consequences..
Joe Strummer: The Future Is Unwritten;2007;Not Rated;IFC Films;2 h 4 m;False;79;7.7;19;14.0;Documentary, Biography, Music;Julien Temple;;As the lead singer of The Clash from 1977 onward, Joe Strummer changed people's lives forever. Four years after his death, his influence reaches out around the world, more strongly now than ever before. In The Future Is Unwritten, from British film director Julien Temple, Joe Strummer is revealed not just as a legend or musician, but as a true communicator of our times. Drawing on both a shared punk history and the close personal friendship that developed over the last years of Joe's life, Julien Temple's film is a celebration of Joe Strummer--before, during, and after The Clash. (IFC Films).
Bitterbrush;2022;;Magnolia Pictures;1 h 30 m;False;79;tbd;11;;Documentary;Emelie Mahdavian;;In the remote and rugged mountains of the American West, two young women contemplate the future as they work alone herding cattle.
Shiva Baby;2021;Not Rated;Utopia;1 h 17 m;False;79;7.4;24;60.0;Comedy, Drama;Emma Seligman;Emma Seligman;At a Jewish funeral service with her parents, a college student runs into her sugar daddy.
Searching for Sugar Man;2012;PG-13;Sony Pictures Classics;1 h 26 m;False;79;8.3;32;97.0;Documentary, Biography, Music;Malik Bendjelloul;Stephen 'Sugar' Segerman, Craig Bartholomew Strydom, Malik Bendjelloul;Searching for Sugar Man tells the incredible true story of Rodriguez, the greatest '70s rock icon who never was. Discovered in a Detroit bar in the late '60s by two celebrated producers struck by his soulful melodies and prophetic lyrics, they recorded an album which they believed would secure his reputation as the greatest recording artist of his generation. In fact, the album bombed and the singer disappeared into obscurity amid rumors of a gruesome on-stage suicide. But a bootleg recording found its way into apartheid South Africa and, over the next two decades, he became a phenomenon. The film follows the story of two South African fans who set out to find out what really happened to their hero. Their investigation leads them to a story more extraordinary than any of the existing myths about the artist known as Rodriguez. (Sony Pictures Classics).
I Am Love;2010;R;Magnolia Pictures;;False;79;7.4;32;74.0;Drama, Romance;Luca Guadagnino;Barbara Alberti, Ivan Cotroneo, Walter Fasano, Luca Guadagnino;I am Love tells the story of the wealthy Recchi family, whose lives are undergoing sweeping changes. Eduardo Sr., the family patriarch, has decided to name a successor to the reins of his massive industrial company, surprising everyone by splitting power between his son Tancredi, and grandson Edo. But Edo dreams of opening a restaurant with his friend Antonio, a handsome and talented chef. At the heart of the family is Tancredi’s wife Emma, a Russian immigrant who has adopted the culture of Milan. An adoring and attentive mother, her existence is shocked to the core when she falls quickly and deeply in love with Edo’s friend and partner Antonio, and embarks on a passionate love affair that will change her family forever. [Magnolia].
Sing Street;2016;PG-13;The Weinstein Company;1 h 46 m;False;79;8.4;38;241.0;Comedy, Drama, Music, Romance;John Carney;Simon Carmody, John Carney;In 1980s Dublin, 14-year-old Conor (Ferdia Walsh-Peelo) is looking for a break from a home strained by his parents’ relationship and money troubles, while trying to adjust to his new inner-city public school where the kids are rough and the teachers are rougher. He finds a glimmer of hope in the mysterious, über-cool and beautiful Raphina (Lucy Boynton), and with the aim of winning her heart he invites her to star in his band’s music videos. There’s only one problem: he’s not part of a band…yet. She agrees, and now Conor must deliver what he’s promised - calling himself “Cosmo” and immersing himself in the vibrant rock music trends of the decade, he forms a band with a few lads, and the group pours their heart into writing lyrics and shooting videos. [TWC].
Keane;2005;R;Grasshopper Films;1 h 40 m;False;79;7.2;23;6.0;Drama, Mystery, Thriller;Lodge Kerrigan;Lodge Kerrigan;William Keane (Damian Lewis) is barely able to cope. It has been six months since his six-year-old daughter was abducted from New York City’s Port Authority Bus Terminal while traveling with him. Repeatedly drawn to the site of the abduction, Keane wanders the bus station, compulsively replaying the events of that fateful day, as if hoping to change the outcome. One day he meets a financially strapped woman, Lynn Bedik (Amy Ryan), and her seven-year-old daughter, Kira (Abigail Breslin), at a transient hotel. Keane becomes increasingly attached to Kira and, in a harrowing climax, uses her in an attempt to fill the void left by his daughter’s disappearance. [Grasshopper Film].
In Flames;2024;;Game Theory Films;1 h 38 m;False;79;tbd;7;;Drama, Horror;Zarrar Kahn;Zarrar Kahn;After the death of the family patriarch, a mother and daughter’s precarious existence is ripped apart. They must find strength in each other if they are to survive the malevolent forces that threaten to engulf them.
Brawl in Cell Block 99;2017;Not Rated;RLJE Films;2 h 12 m;False;79;7.2;21;147.0;Action, Crime, Drama, Thriller;S. Craig Zahler;S. Craig Zahler;A former boxer named Bradley (Vince Vaughn) loses his job as an auto mechanic, and his troubled marriage is about to expire. At this crossroads in his life, he feels that he has no better option than to work for an old buddy as a drug courier. This improves his situation until the terrible day that he finds himself in a gunfight between a group of police officers and his own ruthless allies. When the smoke clears, Bradley is badly hurt and thrown in prison, where his enemies force him to commit acts of violence that turn the place into a savage battleground..
Yellow Submarine;1968;G;United Artists;1 h 28 m;False;79;8.1;18;16.0;Animation, Adventure, Comedy, Fantasy, Musical;George Dunning;Lee Minoff, John Lennon, Paul McCartney, Al Brodax, Jack Mendelsohn, Erich Segal, Roger McGough;The Beatles agree to accompany Captain Fred in his Yellow Submarine and go to Pepperland to free it from the music hating Blue Meanies.
Va Savoir (Who Knows?);2001;PG-13;Sony Pictures Classics;2 h 34 m;False;79;4.9;28;7.0;Comedy, Crime, Drama, Romance;Jacques Rivette;Pascal Bonitzer, Christine Laurent, Luigi Pirandello, Jacques Rivette;A romantic comedy which follows three men and three women as they become entangled in each other's lives during a brief run of a play in Paris.  (Sony Pictures Classics)
The Law in These Parts;2012;Not Rated;The Cinema Guild;1 h 40 m;False;79;tbd;10;;Documentary, History;Ra'anan Alexandrowicz;Ra'anan Alexandrowicz;Alexandrowicz's documentary is an examination of the legal infrastructure put in place by Israel for the West Bank and Gaza Strip.
Official Competition;2022;R;IFC Films;1 h 55 m;False;79;7.3;33;25.0;Comedy, Drama;Mariano Cohn, Gastón Duprat;Andrés Duprat, Gastón Duprat, Mariano Cohn;In search of significance and social prestige, a billionaire businessman decides to make a film to leave his mark. To do so, he hires the best: a stellar team formed by famous filmmaker Lola Cuevas (Penélope Cruz) and two renowned actors, both enormously talented, but with even bigger egos: the Hollywood actor Félix Rivero (Antonio Banderas) and radical theater thespian Iván Torres (Oscar Martínez). Both legends, but not exactly the best of friends. Through a series of increasingly eccentric challenges set by Lola, Felix and Iván must face not only each other, but also their own legacies..
Manufactured Landscapes;2007;Unrated;Zeitgeist Films;1 h 26 m;False;79;5.0;16;8.0;Documentary;Jennifer Baichwal;Lucas Lackner;Manufactured Landscapes begins as a portrait of acclaimed Canadian photographer Edward Burtynsky, who specializes in large-scale images of vast industrial landscapes. It quickly develops into a meditation on the human and environmental costs of the permanent and profound changes our planet is experiencing. Focusing on Burtynsky's images of China as it undergoes an unprecedented transformation into a 21st century powerhouse, the film’s surface is beautiful, its implications frightening. Largely shot by Peter Mettler, it captures a brave new world that manages to be both luscious and unutterably repellent, often simultaneously.  (Film Forum).
Li'l Quinquin;2015;Not Rated;Kino Lorber;3 h 26 m;False;79;7.6;11;11.0;Comedy, Crime, Mystery;Bruno Dumont;Bruno Dumont;"This absurdist, metaphysical murder mystery opens with the discovery of human body parts stuffed inside a
cow – a literal bête humaine — on the outskirts of the English Channel in northern France. The bumbling and mumbling Captain Van der Weyden (Bernard Pruvost) is assigned to investigate the crime, but he has to contend with a young prankster, the mischievous Quinquin (Alane Delhaye), as he proceeds to investigate the case. [Kino Lorber]."
Zodiac;2007;R;Paramount Pictures;2 h 37 m;False;79;8.5;40;722.0;Crime, Drama, Mystery, Thriller;David Fincher;James Vanderbilt, Robert Graysmith;"Based on the actual case files of one of the most intriguing unsolved crimes in the nation's history, Zodiac is a thriller from David Fincher, director of ""Seven"" and ""Fight Club."" As a serial killer terrifies the San Francisco Bay Area and taunts police with his ciphers and letters, investigators in four jurisdictions search for the murderer. The case will become an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.  (Paramount Pictures)."
The Thin Blue Line;1988;Not Rated;Miramax;1 h 41 m;False;79;8.3;12;28.0;Documentary, Crime;Errol Morris;Errol Morris;A documentary which argues that Randall Harris was wrongly convicted of the murder of Dallas police officer Robert Wood by corrupt system of justice.
Brand Upon the Brain!;2007;Not Rated;The Film Company;1 h 35 m;False;79;8.0;15;;Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi;Guy Maddin;Louis Negin, George Toles, Guy Maddin;Brand Upon the Brain! In which the shocking truth is finally revealed about young Guy Maddin and his hellish childhood on a remote island, under the hyper-watchful eye of a crazed mother hellbent on restoring her youth and a diabolically distant scientist-father, proprietors of a mom-and-pop orphanage they surreptitiously operate within the dank confines of the family lighthouse. Watch! as the sex instinct grabs hold of young Maddin and his sister! Thrill! as the Mysteries of the Light House are divined by teen detectives! Reel! at the headstrong invention and heart-stopping rhythms of the elder Maddin's heroic silent moviemaking!!  (The Film Company).
Being Frank: The Chris Sievey Story;;;Altitude Film Entertainment;1 h 45 m;False;79;tbd;7;;Documentary, Music;Steve Sullivan;;It's a documentary about the life of eccentric comidian Frank Sidebottom who wore a huge paper mache' head and whose true identity was a closely guarded secret until after died. The 2014 Magnolia Pictures film titled Frank was inspired by his sensational mystery.
Priscilla;2023;R;A24;1 h 53 m;False;79;6.5;59;81.0;Biography, Drama, Music, Romance;Sofia Coppola;Priscilla Presley, Sandra Harmon, Sofia Coppola;When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a gentle best friend. Through Priscilla’s eyes, Sofia Coppola tells the unseen side of a great American myth in Elvis and Priscilla's long courtship and turbulent marriage, from a German army base to his dream-world estate at Graceland..
The Innocents;2022;Not Rated;IFC Midnight;1 h 57 m;False;79;7.5;24;30.0;Drama, Fantasy, Horror, Mystery, Thriller;Eskil Vogt;Eskil Vogt;"Four children become friends during the bright Nordic summer. Out of sight of the adults, they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.
"
All In: The Fight for Democracy;2020;PG-13;Amazon Studios;1 h 42 m;False;79;3.4;8;20.0;Documentary;Lisa Cortes, Liz Garbus;Jack Youngelson;In anticipation of the 2020 presidential election, All In: The Fight for Democracy examines the often overlooked, yet insidious issue of voter suppression in the United States. The film interweaves personal experiences with current activism and historical insight to expose a problem that has corrupted our democracy from the very beginning. With the perspective and expertise of Stacey Abrams, the former Minority Leader of the Georgia House of Representatives, the documentary offers an insider’s look into laws and barriers to voting that most people don’t even know are threats to their basic rights as citizens of the United States..
